Base 2              Base 10             Base 16             
100010111001000     17864               45C8                
100011101010110     18262               4756                
111111101001000     32584               7F48                
10110011001010      11466               2CCA                
10110110010111      11671               2D97                
10111110010100      12180               2F94                
10011111011010      10202               27DA                
11100101100010      14690               3962                
110011100100010     26402               6722                
11010100011001      13593               3519                
100011010011011     18075               469B                
101000111111101     20989               51FD                
110000011010011     24787               60D3                
11010101110000      13680               3570                
110101001101000     27240               6A68                
101011110000000     22400               5780                
100010100011111     17695               451F                
111000000001000     28680               7008                
110100001100100     26724               6864                
100011000110001     17969               4631                
10101011001100      10956               2ACC                
11011010100101      13989               36A5                
111010110110011     30131               75B3                
10100010000101      10373               2885                
110011000111000     26168               6638                
10110101010100      11604               2D54                
100110010010111     19607               4C97                
111100100010011     30995               7913                
11010000110100      13364               3434                
111010101110100     30068               7574                
111110101101111     32111               7D6F                
10110001000100      11332               2C44                
100110101100010     19810               4D62                
101001010101111     21167               52AF                
101110010010011     23699               5C93                
101111100100100     24356               5F24                
101100111001101     22989               59CD                
101010010111100     21692               54BC                
11000110100110      12710               31A6                
111011111101100     30700               77EC                
100110011111011     19707               4CFB                
110110000100100     27684               6C24                
101110010110111     23735               5CB7                
100010010100001     17569               44A1                
111010010001010     29834               748A                
10101011100011      10979               2AE3                
11100010110001      14513               38B1                
111001101001101     29517               734D                
11100101000100      14660               3944                
111111011111011     32507               7EFB                
11010001110011      13427               3473                
101100011110000     22768               58F0                
110111111000111     28615               6FC7                
100110101000101     19781               4D45                
10111111010110      12246               2FD6                
101001011011010     21210               52DA                
11000001111100      12412               307C                
110111000011000     28184               6E18                
101110101111101     23933               5D7D                
110101111110001     27633               6BF1                
101111110000011     24451               5F83                
111010010010000     29840               7490                
111111000110100     32308               7E34                
111101111111110     31742               7BFE                
101100000110000     22576               5830                
110100100100101     26917               6925                
11110101011010      15706               3D5A                
101110100100100     23844               5D24                
11110110110010      15794               3DB2                
10101111110000      11248               2BF0                
101010101100001     21857               5561                
11011110100010      14242               37A2                
100000110010100     16788               4194                
101000011101111     20719               50EF                
101000100110111     20791               5137                
11000111100111      12775               31E7                
101100101100011     22883               5963                
100101100000110     19206               4B06                
11011000101111      13871               362F                
11011011101101      14061               36ED                
110001101111111     25471               637F                
111111110000011     32643               7F83                
10111010001011      11915               2E8B                
10101110110010      11186               2BB2                
110001000110000     25136               6230                
100010010101100     17580               44AC                
100101001000001     19009               4A41                
11101011111010      15098               3AFA                
111001111111010     29690               73FA                
111101010101001     31401               7AA9                
101010111111101     22013               55FD                
10110001110100      11380               2C74                
11000001011010      12378               305A                
101001011001101     21197               52CD                
111101000111111     31295               7A3F                
11010111100000      13792               35E0                
11000001010111      12375               3057                
110110111100010     28130               6DE2                
11010000000101      13317               3405                
111111010101110     32430               7EAE                
11001111110001      13297               33F1                
10100011011111      10463               28DF                
10101100101010      11050               2B2A                
110000011101101     24813               60ED                
111111000111111     32319               7E3F                
11010111001111      13775               35CF                
100110011000010     19650               4CC2                
10111100000000      12032               2F00                
10011101010101      10069               2755                
110110111100011     28131               6DE3                
110101000101111     27183               6A2F                
100100000010100     18452               4814                
110000110000011     24963               6183                
10100001010001      10321               2851                
11110010011111      15519               3C9F                
100001011010010     17106               42D2                
11000000111101      12349               303D                
110010000010000     25616               6410                
11000010011100      12444               309C                
100001111101000     17384               43E8                
11001010111111      12991               32BF                
111100011100101     30949               78E5                
11001001000101      12869               3245                
101010100110100     21812               5534                
100010000011001     17433               4419                
110110110011100     28060               6D9C                
100110001100100     19556               4C64                
10110000011000      11288               2C18                
101000111011110     20958               51DE                
100010000010001     17425               4411                
101001011111110     21246               52FE                
110100111001000     27080               69C8                
11111001001000      15944               3E48                
110011001001010     26186               664A                
101010111110001     22001               55F1                
111100001111010     30842               787A                
11000110000001      12673               3181                
110110100011010     27930               6D1A                
111011111111101     30717               77FD                
101000100011110     20766               511E                
100111101001000     20296               4F48                
110101110001001     27529               6B89                
10101000011110      10782               2A1E                
100000110101100     16812               41AC                
10100111101100      10732               29EC                
11101011100111      15079               3AE7                
100010010100000     17568               44A0                
111000011001110     28878               70CE                
110000100010001     24849               6111                
100000011001011     16587               40CB                
101100101011111     22879               595F                
111011110110111     30647               77B7                
10101110000101      11141               2B85                
11010110111010      13754               35BA                
100011101110010     18290               4772                
111010111111011     30203               75FB                
10110101010000      11600               2D50                
111000010010011     28819               7093                
10100001100111      10343               2867                
111111011110101     32501               7EF5                
10110111111100      11772               2DFC                
10011111001011      10187               27CB                
101001110111111     21439               53BF                
111011001010110     30294               7656                
101111001110011     24179               5E73                
100110100010010     19730               4D12                
110110111010110     28118               6DD6                
101101111100101     23525               5BE5                
100011010001001     18057               4689                
11111001010111      15959               3E57                
100100110101111     18863               49AF                
101010010000001     21633               5481                
11011101010111      14167               3757                
111010011110010     29938               74F2                
10111100100101      12069               2F25                
111000001111010     28794               707A                
110010100111000     25912               6538                
110110111110111     28151               6DF7                
10110010000000      11392               2C80                
10111100110101      12085               2F35                
111000100000010     28930               7102                
111101100000011     31491               7B03                
11000000110010      12338               3032                
10111010011100      11932               2E9C                
110101100100101     27429               6B25                
10111111110101      12277               2FF5                
11100011000010      14530               38C2                
111011110000010     30594               7782                
11000001110000      12400               3070                
110000000110110     24630               6036                
100001000001001     16905               4209                
100001111110111     17399               43F7                
100000010111000     16568               40B8                
101010100101011     21803               552B                
100100010110010     18610               48B2                
100101001011111     19039               4A5F                
11110100111111      15679               3D3F                
101000011100110     20710               50E6                
110001111101001     25577               63E9                
100000110110111     16823               41B7                
100010011001101     17613               44CD                
101010011001011     21707               54CB                
100001101101101     17261               436D                
100111001011010     20058               4E5A                
101000001101001     20585               5069                
110001000101100     25132               622C                
10011110100001      10145               27A1                
110111101100111     28519               6F67                
101100000101001     22569               5829                
111100000110101     30773               7835                
11001100100001      13089               3321                
101101101010001     23377               5B51                
11010101010100      13652               3554                
100111100100011     20259               4F23                
10101110001101      11149               2B8D                
111110101110110     32118               7D76                
100110010011101     19613               4C9D                
11010010000101      13445               3485                
101101101010010     23378               5B52                
100001010000100     17028               4284                
11100011111010      14586               38FA                
100000100001001     16649               4109                
111010000100001     29729               7421                
100110101001101     19789               4D4D                
101010000110111     21559               5437                
101011001101011     22123               566B                
100010001000001     17473               4441                
11110111000111      15815               3DC7                
11010101011000      13656               3558                
11001110010111      13207               3397                
10100100111001      10553               2939                
110000001111100     24700               607C                
110010110011110     26014               659E                
101000011101110     20718               50EE                
11010011101100      13548               34EC                
101001111011100     21468               53DC                
101100110000111     22919               5987                
110010000110001     25649               6431                
111001111001100     29644               73CC                
11001001001011      12875               324B                
101001001001010     21066               524A                
110100101000001     26945               6941                
11111001110100      15988               3E74                
110111010110000     28336               6EB0                
11010100101100      13612               352C                
101110101010001     23889               5D51                
110100011110101     26869               68F5                
110001110001101     25485               638D                
11010110110101      13749               35B5                
110100101000111     26951               6947                
101001001100001     21089               5261                
111000110010110     29078               7196                
11001001101111      12911               326F                
111000001111111     28799               707F                
100000010010001     16529               4091                
110001001010110     25174               6256                
11001010100011      12963               32A3                
110011110100100     26532               67A4                
101100011010101     22741               58D5                
100111110000010     20354               4F82                
100100001111011     18555               487B                
110100011010100     26836               68D4                
110000010110101     24757               60B5                
11110011100000      15584               3CE0                
11000001110000      12400               3070                
10110000100100      11300               2C24                
100011011010010     18130               46D2                
111101000110111     31287               7A37                
110101010101010     27306               6AAA                
101001100001111     21263               530F                
110100100010101     26901               6915                
101111011011001     24281               5ED9                
100101000111100     19004               4A3C                
101000010111111     20671               50BF                
11010001101100      13420               346C                
11101111010010      15314               3BD2                
100010111001110     17870               45CE                
11101011100110      15078               3AE6                
101010000010101     21525               5415                
100001111100001     17377               43E1                
11001101001001      13129               3349                
100001000111011     16955               423B                
111001100001011     29451               730B                
11101110010110      15254               3B96                
110000100111110     24894               613E                
100000100111111     16703               413F                
11010000001110      13326               340E                
100101001110001     19057               4A71                
101011111111111     22527               57FF                
110110000000010     27650               6C02                
11111111101001      16361               3FE9                
111111010000111     32391               7E87                
111100001100101     30821               7865                
101100101111110     22910               597E                
100100110001110     18830               498E                
110011001011101     26205               665D                
11011110000100      14212               3784                
11100011000101      14533               38C5                
100100011010101     18645               48D5                
111110110101100     32172               7DAC                
100001011011011     17115               42DB                
101111111000001     24513               5FC1                
110011110110110     26550               67B6                
11011100001101      14093               370D                
11011010011110      13982               369E                
11111001010001      15953               3E51                
101001111101001     21481               53E9                
100011100010001     18193               4711                
11110010000000      15488               3C80                
10111100011010      12058               2F1A                
110001101100011     25443               6363                
10100010000110      10374               2886                
101001000110010     21042               5232                
11111000101110      15918               3E2E                
110000010010000     24720               6090                
11101100011001      15129               3B19                
101011111111010     22522               57FA                
110100110101010     27050               69AA                
10100101101010      10602               296A                
111111011011101     32477               7EDD                
11010110000100      13700               3584                
100011010101111     18095               46AF                
110010011010100     25812               64D4                
111000011011011     28891               70DB                
110110111100011     28131               6DE3                
111100101000101     31045               7945                
10110111000011      11715               2DC3                
110000110011111     24991               619F                
101101100111101     23357               5B3D                
111000000110110     28726               7036                
110001110011010     25498               639A                
111001101101100     29548               736C                
101001100000010     21250               5302                
110001001010100     25172               6254                
111011011111010     30458               76FA                
110000010011010     24730               609A                
110011011111100     26364               66FC                
100000110010111     16791               4197                
10100111101110      10734               29EE                
110001011101011     25323               62EB                
100011101110101     18293               4775                
10100000110101      10293               2835                
101101101110111     23415               5B77                
111010001111111     29823               747F                
100011001011101     18013               465D                
10101000010000      10768               2A10                
111000000001011     28683               700B                
101100011011011     22747               58DB                
101101100010010     23314               5B12                
11110001101000      15464               3C68                
101010001101001     21609               5469                
110111000001010     28170               6E0A                
100011100111000     18232               4738                
11001111000101      13253               33C5                
10100000100010      10274               2822                
111111001100011     32355               7E63                
10101010110010      10930               2AB2                
11000100001011      12555               310B                
101011101010100     22356               5754                
110010100110001     25905               6531                
111101111111111     31743               7BFF                
111001011101110     29422               72EE                
110011011010111     26327               66D7                
111000010101010     28842               70AA                
101101000100111     23079               5A27                
11001011010100      13012               32D4                
100010100111110     17726               453E                
111011001101010     30314               766A                
111100100000110     30982               7906                
110101000110101     27189               6A35                
100111001001011     20043               4E4B                
110000111011110     25054               61DE                
11101111110011      15347               3BF3                
110110101101110     28014               6D6E                
101100111011001     23001               59D9                
10011100010001      10001               2711                
111010110010010     30098               7592                
10101110111100      11196               2BBC                
100010010111101     17597               44BD                
111110110010100     32148               7D94                
101011000001000     22024               5608                
110111111011001     28633               6FD9                
11011011110000      14064               36F0                
11100001001000      14408               3848                
101011101000010     22338               5742                
110111101011100     28508               6F5C                
100111000011100     19996               4E1C                
100110100100101     19749               4D25                
110001001101100     25196               626C                
100110101101100     19820               4D6C                
101111001100001     24161               5E61                
100111010101110     20142               4EAE                
111101000101100     31276               7A2C                
11101001010100      14932               3A54                
111101100110011     31539               7B33                
11000110100110      12710               31A6                
111000001000100     28740               7044                
101101100101100     23340               5B2C                
11001010111101      12989               32BD                
110110001010100     27732               6C54                
110001101011101     25437               635D                
110111011011101     28381               6EDD                
100111000000011     19971               4E03                
110111101010110     28502               6F56                
100100000101110     18478               482E                
11101100110001      15153               3B31                
111110000010000     31760               7C10                
101010100011100     21788               551C                
11101011001111      15055               3ACF                
110100100010010     26898               6912                
11001111000000      13248               33C0                
11100100001110      14606               390E                
11010001011100      13404               345C                
101011010100100     22180               56A4                
101110110110001     23985               5DB1                
101011011010011     22227               56D3                
10111111001000      12232               2FC8                
10101011000010      10946               2AC2                
11011101001100      14156               374C                
11010100000100      13572               3504                
110010011110001     25841               64F1                
11011101001100      14156               374C                
11001111111001      13305               33F9                
101010010100001     21665               54A1                
11011000100111      13863               3627                
111000110101011     29099               71AB                
111000001100010     28770               7062                
111110101101111     32111               7D6F                
101010001100010     21602               5462                
101101001111010     23162               5A7A                
100011011000010     18114               46C2                
11011000101110      13870               362E                
111010110001100     30092               758C                
101111100110010     24370               5F32                
110011111111000     26616               67F8                
101110111010001     24017               5DD1                
100000101101011     16747               416B                
11000110100011      12707               31A3                
10110111000101      11717               2DC5                
101011011010101     22229               56D5                
101010011001100     21708               54CC                
101011000010001     22033               5611                
11100101000100      14660               3944                
111111011010000     32464               7ED0                
11101001111110      14974               3A7E                
100111000111100     20028               4E3C                
100101010010001     19089               4A91                
11100000011110      14366               381E                
100110011010001     19665               4CD1                
101001111101101     21485               53ED                
100111100001010     20234               4F0A                
11010011110111      13559               34F7                
11001111111101      13309               33FD                
110001001011010     25178               625A                
111101100001011     31499               7B0B                
101010010100101     21669               54A5                
100001000110010     16946               4232                
110000001111100     24700               607C                
110111100001010     28426               6F0A                
101111001101010     24170               5E6A                
111011101101001     30569               7769                
110000110111001     25017               61B9                
10111110101010      12202               2FAA                
111100110101111     31151               79AF                
100110101000101     19781               4D45                
100101011010101     19157               4AD5                
10100100101100      10540               292C                
101100010111101     22717               58BD                
101010111011111     21983               55DF                
11111100001100      16140               3F0C                
11111001011110      15966               3E5E                
11011001010000      13904               3650                
111011101110100     30580               7774                
111000110000110     29062               7186                
101000101110110     20854               5176                
10110011000111      11463               2CC7                
101001111101111     21487               53EF                
101101100100101     23333               5B25                
11000101010011      12627               3153                
101010101100101     21861               5565                
111100010000100     30852               7884                
111010100011011     29979               751B                
100111011010010     20178               4ED2                
100101111110010     19442               4BF2                
10101000111011      10811               2A3B                
11011101110110      14198               3776                
111001011001000     29384               72C8                
10110001010111      11351               2C57                
111111010101110     32430               7EAE                
101100100011101     22813               591D                
100011011100010     18146               46E2                
100001010110110     17078               42B6                
11111101110010      16242               3F72                
100100011110110     18678               48F6                
100110110101111     19887               4DAF                
111100011010000     30928               78D0                
11101000010101      14869               3A15                
100000101101000     16744               4168                
10100101101111      10607               296F                
11001010010110      12950               3296                
101101011001110     23246               5ACE                
101000110110110     20918               51B6                
111001001110011     29299               7273                
101011010001111     22159               568F                
101011010110100     22196               56B4                
10111101110001      12145               2F71                
111100010000100     30852               7884                
11011001111001      13945               3679                
110110000110000     27696               6C30                
10100011110101      10485               28F5                
100010110111011     17851               45BB                
111011000001000     30216               7608                
111110100000111     32007               7D07                
111000101110100     29044               7174                
100100100001101     18701               490D                
111100011101010     30954               78EA                
100100101101000     18792               4968                
10101001010000      10832               2A50                
110010100110000     25904               6530                
110101100101111     27439               6B2F                
111001100010010     29458               7312                
101010011110100     21748               54F4                
111100101111110     31102               797E                
11111110000101      16261               3F85                
111011001010100     30292               7654                
100000100101101     16685               412D                
100111100101111     20271               4F2F                
10011101101000      10088               2768                
11001010011010      12954               329A                
101001010001110     21134               528E                
100111010110100     20148               4EB4                
110111110111000     28600               6FB8                
111111001101101     32365               7E6D                
101011111101000     22504               57E8                
11010110101110      13742               35AE                
110100010110101     26805               68B5                
101100001010100     22612               5854                
110011110001101     26509               678D                
101000110101100     20908               51AC                
10101110110001      11185               2BB1                
110111011000010     28354               6EC2                
110111000001101     28173               6E0D                
110001010011101     25245               629D                
110000101101000     24936               6168                
111110101110010     32114               7D72                
10110000100100      11300               2C24                
101000000100100     20516               5024                
110000111100111     25063               61E7                
11101001010010      14930               3A52                
101010110101000     21928               55A8                
100001101010011     17235               4353                
11110011101100      15596               3CEC                
101100010101110     22702               58AE                
100110101100110     19814               4D66                
111110110100100     32164               7DA4                
110101000000110     27142               6A06                
10100100111010      10554               293A                
111101101011001     31577               7B59                
11101101110100      15220               3B74                
10101100101100      11052               2B2C                
10110101110100      11636               2D74                
11010011111001      13561               34F9                
111111011101011     32491               7EEB                
11000011000011      12483               30C3                
11110100010010      15634               3D12                
11111111101011      16363               3FEB                
101011101110011     22387               5773                
111011011010101     30421               76D5                
11000001000000      12352               3040                
11010011101011      13547               34EB                
11001000001011      12811               320B                
100111000010110     19990               4E16                
100011100100110     18214               4726                
111110100010100     32020               7D14                
110001011001100     25292               62CC                
11011111010011      14291               37D3                
100001111101011     17387               43EB                
11101000110011      14899               3A33                
111011010000001     30337               7681                
101111011001011     24267               5ECB                
101011110100101     22437               57A5                
111101101001110     31566               7B4E                
101011100101110     22318               572E                
11000100000110      12550               3106                
110100011010100     26836               68D4                
11101111011010      15322               3BDA                
111101111111011     31739               7BFB                
111111001111101     32381               7E7D                
111101011101011     31467               7AEB                
111011010010111     30359               7697                
111001010111001     29369               72B9                
111011111110100     30708               77F4                
111101000110000     31280               7A30                
101000100111010     20794               513A                
100011100011001     18201               4719                
101001100000010     21250               5302                
111011011001111     30415               76CF                
101000011110110     20726               50F6                
100001101101100     17260               436C                
11001000010101      12821               3215                
100010001000010     17474               4442                
110111101000110     28486               6F46                
110111010111110     28350               6EBE                
10110101110011      11635               2D73                
11100111001100      14796               39CC                
101101010001110     23182               5A8E                
111101000001011     31243               7A0B                
111001010000111     29319               7287                
100110001111000     19576               4C78                
111111011001011     32459               7ECB                
111010110011110     30110               759E                
110111010001101     28301               6E8D                
100101000101110     18990               4A2E                
101110100010100     23828               5D14                
11100011100011      14563               38E3                
111111000001001     32265               7E09                
10101011111001      11001               2AF9                
111001010100110     29350               72A6                
100010000110111     17463               4437                
11100100101100      14636               392C                
111100010010001     30865               7891                
110001111100101     25573               63E5                
100101001101100     19052               4A6C                
100111110111001     20409               4FB9                
101110110001111     23951               5D8F                
101111000000101     24069               5E05                
11111100001101      16141               3F0D                
101000000000100     20484               5004                
100111100001011     20235               4F0B                
111100101010001     31057               7951                
111000000010000     28688               7010                
101011001100100     22116               5664                
100100001000101     18501               4845                
11000110110001      12721               31B1                
101001000010100     21012               5214                
110010001100001     25697               6461                
11001000110100      12852               3234                
110001111101110     25582               63EE                
10101001000001      10817               2A41                
111111111110101     32757               7FF5                
110000101000000     24896               6140                
10101100111001      11065               2B39                
101111111100101     24549               5FE5                
11011100110010      14130               3732                
110110010011001     27801               6C99                
110111010101001     28329               6EA9                
11001001110001      12913               3271                
100111110110010     20402               4FB2                
11000101011110      12638               315E                
11100101010001      14673               3951                
101011111101111     22511               57EF                
110000100100000     24864               6120                
11101000100101      14885               3A25                
111010000111100     29756               743C                
111101110110111     31671               7BB7                
101100000110000     22576               5830                
10011100011111      10015               271F                
110101011111011     27387               6AFB                
100110010111000     19640               4CB8                
101001100110100     21300               5334                
100110011101001     19689               4CE9                
100111001010111     20055               4E57                
100100100001000     18696               4908                
11101111111000      15352               3BF8                
100100100100100     18724               4924                
101001111100110     21478               53E6                
11000100101011      12587               312B                
10100110111001      10681               29B9                
111010011001111     29903               74CF                
100010011001000     17608               44C8                
101100100001101     22797               590D                
10011101111101      10109               277D                
100110001101010     19562               4C6A                
10110101110101      11637               2D75                
100011110111111     18367               47BF                
110100110001101     27021               698D                
110011110110011     26547               67B3                
111000111011100     29148               71DC                
11010011101000      13544               34E8                
11010101111011      13691               357B                
101110001100101     23653               5C65                
11101100100000      15136               3B20                
10110111101000      11752               2DE8                
101100110101101     22957               59AD                
11000010001101      12429               308D                
111111110101010     32682               7FAA                
101110000000111     23559               5C07                
10110001000010      11330               2C42                
111111101011101     32605               7F5D                
10111011010000      11984               2ED0                
101011000001110     22030               560E                
10111100010001      12049               2F11                
100010110101111     17839               45AF                
111000000101101     28717               702D                
100010011001010     17610               44CA                
100010111010011     17875               45D3                
101001110111001     21433               53B9                
100100111100101     18917               49E5                
110000100011111     24863               611F                
111000100000100     28932               7104                
11101101000000      15168               3B40                
101101010010001     23185               5A91                
10111101100111      12135               2F67                
11101101001011      15179               3B4B                
11000100001101      12557               310D                
110100010101001     26793               68A9                
11111110010110      16278               3F96                
101001010110110     21174               52B6                
11110100111010      15674               3D3A                
10100010000001      10369               2881                
11000101010111      12631               3157                
110010111101101     26093               65ED                
11001110000011      13187               3383                
111000101111010     29050               717A                
100011110110111     18359               47B7                
11100000000101      14341               3805                
111001111000100     29636               73C4                
101111000111100     24124               5E3C                
100101110010111     19351               4B97                
111000110100100     29092               71A4                
101001000011010     21018               521A                
110101100000011     27395               6B03                
100000100000000     16640               4100                
110011111110111     26615               67F7                
110011110010000     26512               6790                
111010000101101     29741               742D                
10011111101111      10223               27EF                
111111000001000     32264               7E08                
111010011100000     29920               74E0                
11100110001100      14732               398C                
10110001000000      11328               2C40                
111000100011011     28955               711B                
111101111010100     31700               7BD4                
101000011011110     20702               50DE                
11100111111111      14847               39FF                
10100111010000      10704               29D0                
11001001000000      12864               3240                
110011100010001     26385               6711                
101100111010011     22995               59D3                
100101010010001     19089               4A91                
100011111011001     18393               47D9                
101111100110011     24371               5F33                
111000110111110     29118               71BE                
110010110110110     26038               65B6                
100100011111001     18681               48F9                
111110011010101     31957               7CD5                
111010100010011     29971               7513                
110101001000110     27206               6A46                
110100111100011     27107               69E3                
100000011101101     16621               40ED                
101000110110001     20913               51B1                
110101001001111     27215               6A4F                
100011111010011     18387               47D3                
111110101011001     32089               7D59                
100110001101111     19567               4C6F                
111011101110100     30580               7774                
10111011100100      12004               2EE4                
100100010011111     18591               489F                
110100011101100     26860               68EC                
11110011001100      15564               3CCC                
110000010000010     24706               6082                
100100010111000     18616               48B8                
100000010011001     16537               4099                
110101110101000     27560               6BA8                
111000000101110     28718               702E                
10110000110010      11314               2C32                
101001110101011     21419               53AB                
110110001001010     27722               6C4A                
111001100010111     29463               7317                
110010011000101     25797               64C5                
100111111110000     20464               4FF0                
101000000010100     20500               5014                
11000001011101      12381               305D                
111111011010101     32469               7ED5                
11010101001101      13645               354D                
110101101100001     27489               6B61                
111110100101010     32042               7D2A                
101011010010111     22167               5697                
10110011000001      11457               2CC1                
101001111000101     21445               53C5                
10101011100010      10978               2AE2                
101100010111000     22712               58B8                
111010110100011     30115               75A3                
110001100001010     25354               630A                
101011100101000     22312               5728                
111010101110011     30067               7573                
101111001001101     24141               5E4D                
11000000000110      12294               3006                
111101110111011     31675               7BBB                
11010010111011      13499               34BB                
111001101101100     29548               736C                
11111000010001      15889               3E11                
111110001101011     31851               7C6B                
100010001011001     17497               4459                
100000101101001     16745               4169                
100100101100100     18788               4964                
101110010111111     23743               5CBF                
100101000000000     18944               4A00                
101011100111110     22334               573E                
111000100101010     28970               712A                
110010011001100     25804               64CC                
100010011110010     17650               44F2                
11010001011000      13400               3458                
110001000110010     25138               6232                
101000101110010     20850               5172                
100100100111000     18744               4938                
111011111100011     30691               77E3                
101010010001000     21640               5488                
101011110001001     22409               5789                
101000100010111     20759               5117                
100100101000111     18759               4947                
110001010100000     25248               62A0                
10011110101001      10153               27A9                
111110110101011     32171               7DAB                
110010111001000     26056               65C8                
100111110101100     20396               4FAC                
111011010110110     30390               76B6                
110001011110011     25331               62F3                
101110010001100     23692               5C8C                
110111011110111     28407               6EF7                
111000101111101     29053               717D                
111111110111000     32696               7FB8                
110010011110110     25846               64F6                
11001011111001      13049               32F9                
111110010000101     31877               7C85                
101001001001101     21069               524D                
10101011011110      10974               2ADE                
100101111110111     19447               4BF7                
10110100000111      11527               2D07                
101010111011110     21982               55DE                
111100001111100     30844               787C                
101100010111111     22719               58BF                
10101001110100      10868               2A74                
100001110101111     17327               43AF                
111001001100010     29282               7262                
111111111100010     32738               7FE2                
101001111100110     21478               53E6                
11001000001011      12811               320B                
111100010110001     30897               78B1                
101011110110111     22455               57B7                
110101001011001     27225               6A59                
110010110111010     26042               65BA                
100000101101011     16747               416B                
101001100011010     21274               531A                
111100000110000     30768               7830                
10111011100010      12002               2EE2                
10100101101101      10605               296D                
111110011111011     31995               7CFB                
100010000101110     17454               442E                
101010101111100     21884               557C                
10110100011110      11550               2D1E                
101010011101000     21736               54E8                
11111001011111      15967               3E5F                
110011000000000     26112               6600                
101101100010000     23312               5B10                
111111010001000     32392               7E88                
110110110101011     28075               6DAB                
11111110000001      16257               3F81                
101001000010101     21013               5215                
101110000011100     23580               5C1C                
111111001100101     32357               7E65                
101010001010000     21584               5450                
11100101001001      14665               3949                
100001101011000     17240               4358                
100000000010110     16406               4016                
100010000101000     17448               4428                
110101010011010     27290               6A9A                
100111100101010     20266               4F2A                
11100101110110      14710               3976                
101010000001101     21517               540D                
10100011000111      10439               28C7                
101001010001000     21128               5288                
11110100001100      15628               3D0C                
11010011110111      13559               34F7                
11110111010001      15825               3DD1                
11101001100100      14948               3A64                
10100110100011      10659               29A3                
100111100111000     20280               4F38                
111100110111010     31162               79BA                
10110011110000      11504               2CF0                
110100000001100     26636               680C                
101110010110000     23728               5CB0                
110011111010011     26579               67D3                
110011000110011     26163               6633                
110100110000100     27012               6984                
10111011001010      11978               2ECA                
111001101000011     29507               7343                
111100011110011     30963               78F3                
101110010110111     23735               5CB7                
11000111010100      12756               31D4                
101101001001101     23117               5A4D                
110001010001011     25227               628B                
11000110001101      12685               318D                
100100111011011     18907               49DB                
111111101000111     32583               7F47                
101000101000011     20803               5143                
110111111011001     28633               6FD9                
10100110000111      10631               2987                
10111101101010      12138               2F6A                
10011111101110      10222               27EE                
101110011001110     23758               5CCE                
111000100010000     28944               7110                
10101100010010      11026               2B12                
111101110001000     31624               7B88                
110000111100100     25060               61E4                
110101000010011     27155               6A13                
110011100100001     26401               6721                
10110110101111      11695               2DAF                
101111011000111     24263               5EC7                
101110111001011     24011               5DCB                
101001100101110     21294               532E                
101111000110001     24113               5E31                
10011100010001      10001               2711                
10111101000001      12097               2F41                
100000010111110     16574               40BE                
111010101010111     30039               7557                
110111101000001     28481               6F41                
111101000111110     31294               7A3E                
111001000100110     29222               7226                
10110001001011      11339               2C4B                
101011010000101     22149               5685                
100111100100011     20259               4F23                
11111110110010      16306               3FB2                
100011111111101     18429               47FD                
11110011001101      15565               3CCD                
11101100000001      15105               3B01                
111001101101011     29547               736B                
100100111100000     18912               49E0                
10101011110100      10996               2AF4                
10111111100110      12262               2FE6                
10110000101010      11306               2C2A                
110001000010010     25106               6212                
110011010111010     26298               66BA                
100101011100100     19172               4AE4                
111000010100011     28835               70A3                
101011101100001     22369               5761                
110000001010110     24662               6056                
100110010010110     19606               4C96                
11010000011111      13343               341F                
100001000101011     16939               422B                
111110110110110     32182               7DB6                
11001010100110      12966               32A6                
110111011110100     28404               6EF4                
101001010110110     21174               52B6                
10100110111011      10683               29BB                
11010111000001      13761               35C1                
100111110110001     20401               4FB1                
101010011010010     21714               54D2                
111110111001011     32203               7DCB                
10101111010110      11222               2BD6                
111010101000010     30018               7542                
101010010000100     21636               5484                
110011111101110     26606               67EE                
110010001011110     25694               645E                
101011101100010     22370               5762                
100111000011100     19996               4E1C                
11001010110111      12983               32B7                
10110001000111      11335               2C47                
100100101111001     18809               4979                
100110101111110     19838               4D7E                
100011001011100     18012               465C                
11101001101111      14959               3A6F                
111001101000100     29508               7344                
100101010101110     19118               4AAE                
101100011110111     22775               58F7                
101010100111001     21817               5539                
11100010101011      14507               38AB                
111010110001110     30094               758E                
111000110110010     29106               71B2                
10111011010101      11989               2ED5                
111111101010001     32593               7F51                
11010000011011      13339               341B                
100010101111011     17787               457B                
101011110110101     22453               57B5                
111101101100111     31591               7B67                
101011101000101     22341               5745                
110011010100111     26279               66A7                
111111111010001     32721               7FD1                
111101010011101     31389               7A9D                
11000000010000      12304               3010                
110101001100111     27239               6A67                
11110010101000      15528               3CA8                
100000100101110     16686               412E                
100100111010001     18897               49D1                
100010011011111     17631               44DF                
11111001110011      15987               3E73                
100010010011100     17564               449C                
101110110100001     23969               5DA1                
101011110111011     22459               57BB                
111101100100010     31522               7B22                
11010100110101      13621               3535                
111110001101100     31852               7C6C                
11001101001001      13129               3349                
10110001001100      11340               2C4C                
