Base 2              Base 10             Base 16
110100001100100     65534               51515141            
100011000110001     65534               51515141            
10101011001100      10956               2212121             
11011010100101      13989               36A5                
111010110110011     30131               75113               
10100010000101      32766               7515141             
110011000111000     26168               6638                
10110101010100      11604               2D54                
100110010010111     65534               51515141            
111100100010011     30995               7913                
11010000110100      32766               7515141             
111010101110100     30068               7574                
111110101101111     65534               51515141            
10110001000100      32766               7515141             
100110101100010     19810               43162               
101001010101111     21167               52AF                
101110010010011     65534               51515141            
101111100100100     24356               5F24                
101100111001101     65534               51515141            
101010010111100     21692               54BC                
11000110100110      32766               7515141             
111011111101100     30700               774121              
100110011111011     19707               4CFB                
110110000100100     27684               6C24                
101110010110111     65534               51515141            
100010010100001     17569               44A1                
111010010001010     29834               748A                
10101011100011      32766               7515141             
11100010110001      14513               38B1                
111001101001101     29517               734D                
11100101000100      14660               3944                
111111011111011     32507               7415111             
11010001110011      13427               3473                
101100011110000     65534               51515141            
110111111000111     28615               6FC7                
100110101000101     19781               43145               
10111111010110      12246               2FD6                
101001011011010     21210               52DA                
11000001111100      12412               307C                
110111000011000     65534               51515141            
101110101111101     23933               531731              
110101111110001     27633               6BF1                
101111110000011     24451               5F83                
111010010010000     29840               7499                
111111000110100     32308               74134               
111101111111110     31742               7115141             
101100000110000     22576               5830                
110100100100101     65534               51515141            
11110101011010      32766               7515141             
101110100100100     23844               53124               
11110110110010      15794               3DB2                
10101111110000      11248               211511              
101010101100001     65534               51515141            
11011110100010      32766               7515141             
100000110010100     16788               4194                
101000011101111     65534               51515141            
101000100110111     20791               5137                
11000111100111      12775               31E7                
101100101100011     22883               5963                
100101100000110     65534               51515141            
11011000101111      13871               36251               
11011011101101      32766               7515141             
110001101111111     65534               51515141            
111111110000011     32643               7F83                
10111010001011      11915               241811              
10101110110010      11186               211112              
110001000110000     65534               51515141            
100010010101100     65534               51515141            
100101001000001     19009               4A41                
11101011111010      15098               3315111             
111001111111010     29690               735111              
111101010101001     65534               51515141            
101010111111101     65534               51515141            
10110001110100      11380               2C74                
11000001011010      32766               7515141             
101001011001101     21197               52CD                
111101000111111     65534               51515141            
11010111100000      32766               7515141             
11000001010111      12375               3357                
110110111100010     28130               6DE2                
11010000000101      13317               3445                
111111010101110     32430               7EAE                
11001111110001      13297               33511               
10100011011111      10463               283151              
10101100101010      11050               211221              
110000011101101     24813               60ED                
111111000111111     65534               51515141            
11010111001111      13775               35CF                
100110011000010     19650               421212              
10111100000000      12032               2F00                
10011101010101      32766               7515141             
110110111100011     28131               6DE3                
110101000101111     27183               661251              
100100000010100     18452               4814                
110000110000011     65534               51515141            
10100001010001      32766               7515141             
11110010011111      15519               3C9F                
100001011010010     17106               42D2                
11000000111101      12349               303D                
110010000010000     65534               51515141            
11000010011100      32766               7515141             
100001111101000     65534               51515141            
11001010111111      12991               321151              
111100011100101     30949               78415               
11001001000101      32766               7515141             
101010100110100     21812               5534                
100010000011001     65534               51515141            
110110110011100     65534               51515141            
100110001100100     65534               51515141            
10110000011000      11288               22118               
101000111011110     20958               513141              
100010000010001     17425               4411                
101001011111110     21246               52FE                
110100111001000     65534               51515141            
11111001001000      15944               34148               
110011001001010     26186               66441               
101010111110001     22001               55F1                
111100001111010     65534               51515141            
11000110000001      32766               7515141             
110110100011010     27930               6D1A                
111011111111101     30717               77FD                
101000100011110     20766               511E                
100111101001000     65534               51515141            
110101110001001     65534               51515141            
10101000011110      10782               221141              
100000110101100     16812               41AC                
10100111101100      10732               29EC                
11101011100111      15079               3AE7                
100010010100000     17568               44411               
111000011001110     28878               70CE                
110000100010001     24849               6111                
100000011001011     65534               51515141            
101100101011111     22879               595F                
111011110110111     30647               77B7                
10101110000101      11141               21185               
11010110111010      13754               351111              
100011101110010     18290               4772                
111010111111011     30203               75FB                
10110101010000      32766               7515141             
111000010010011     28819               7093                
10100001100111      10343               2867                
111111011110101     65534               51515141            
10110111111100      11772               2DFC                
10011111001011      32766               7515141             
101001110111111     21439               531151              
111011001010110     30294               7656                
101111001110011     24179               5E73                
100110100010010     19730               43112               
110110111010110     65534               51515141            
101101111100101     23525               511415              
100011010001001     18057               4689                
11111001010111      32766               7515141             
100100110101111     18863               49AF                
101010010000001     65534               51515141            
11011101010111      14167               3757                
111010011110010     65534               51515141            
10111100100101      32766               7515141             
111000001111010     28794               77771               
110010100111000     65534               51515141            
110110111110111     65534               51515141            
10110010000000      11392               22188               
10111100110101      32766               7515141             
111000100000010     28930               7102                
111101100000011     65534               51515141            
11000000110010      12338               3332                
10111010011100      11932               241921              
110101100100101     27429               61125               
10111111110101      12277               2FF5                
11100011000010      14530               38C2                
111011110000010     65534               51515141            
11000001110000      32766               7515141             
110000000110110     24630               6036                
100001000001001     16905               4209                
100001111110111     65534               51515141            
100000010111000     16568               40B8                
101010100101011     65534               51515141            
100100010110010     18610               48112               
100101001011111     19039               4A5F                
11110100111111      32766               7515141             
101000011100110     65534               51515141            
110001111101001     25577               63419               
100000110110111     16823               41117               
100010011001101     17613               44CD                
101010011001011     65534               51515141            
100001101101101     17261               436D                
100111001011010     20058               441551              
101000001101001     65534               51515141            
110001000101100     25132               622C                
10011110100001      10145               27A1                
110111101100111     65534               51515141            
101100000101001     65534               51515141            
111100000110101     65534               51515141            
11001100100001      13089               3321                
101101101010001     65534               51515141            
11010101010100      13652               3554                
100111100100011     20259               4F23                
10101110001101      11149               2B8D                
111110101110110     32118               7D76                
100110010011101     65534               51515141            
11010010000101      13445               3485                
101101101010010     23378               51152               
100001010000100     65534               51515141            
11100011111010      14586               385111              
100000100001001     16649               4109                
111010000100001     29729               7421                
100110101001101     65534               51515141            
101010000110111     21559               5437                
101011001101011     22123               56611               
100010001000001     17473               4441                
11110111000111      15815               331217              
11010101011000      13656               3558                
11001110010111      13207               3397                
10100100111001      32766               7515141             
110000001111100     65534               51515141            
110010110011110     26014               65941               
101000011101110     20718               554141              
11010011101100      13548               344121              
101001111011100     21468               53DC                
101100110000111     22919               5987                
110010000110001     65534               51515141            
111001111001100     29644               732121              
11001001001011      32766               7515141             
101001001001010     65534               51515141            
110100101000001     26945               6941                
11111001110100      15988               3E74                
110111010110000     28336               641111              
11010100101100      32766               7515141             
101110101010001     23889               5D51                
110100011110101     26869               68F5                
110001110001101     65534               51515141            
11010110110101      13749               35B5                
110100101000111     65534               51515141            
101001001100001     65534               51515141            
111000110010110     29078               7196                
11001001101111      12911               326F                
111000001111111     65534               51515141            
100000010010001     16529               4491                
110001001010110     25174               6256                
11001010100011      32766               7515141             
110011110100100     65534               51515141            
101100011010101     65534               51515141            
100111110000010     20354               4F82                
100100001111011     18555               48711               
110100011010100     26836               68314               
110000010110101     24757               66115               
11110011100000      15584               321411              
11000001110000      32766               7515141             
10110000100100      32766               7515141             
100011011010010     65534               51515141            
111101000110111     31287               7A37                
110101010101010     65534               51515141            
101001100001111     65534               51515141            
110100100010101     65534               51515141            
101111011011001     24281               541319              
100101000111100     65534               51515141            
101000010111111     20671               50BF                
11010001101100      13420               346C                
11101111010010      32766               7515141             
100010111001110     17870               45CE                
11101011100110      15078               3AE6                
101010000010101     21525               5415                
100001111100001     65534               51515141            
11001101001001      13129               3349                
100001000111011     16955               42311               
111001100001011     29451               73311               
11101110010110      15254               3B96                
110000100111110     65534               51515141            
100000100111111     16703               413F                
11010000001110      13326               34441               
100101001110001     19057               4A71                
101011111111111     22527               575151              
110110000000010     27650               62112               
11111111101001      32766               7515141             
111111010000111     32391               74187               
111100001100101     30821               7865                
101100101111110     65534               51515141            
100100110001110     18830               498E                
110011001011101     26205               665D                
11011110000100      32766               7515141             
11100011000101      14533               38215               
100100011010101     65534               51515141            
111110110101100     65534               51515141            
100001011011011     17115               423111              
101111111000001     65534               51515141            
110011110110110     26550               67B6                
11011100001101      32766               7515141             
11011010011110      13982               36941               
11111001010001      32766               7515141             
101001111101001     21481               53E9                
100011100010001     18193               4711                
11110010000000      15488               3C80                
10111100011010      12058               2F1A                
110001101100011     65534               51515141            
10100010000110      32766               7515141             
101001000110010     21042               5232                
11111000101110      15918               341241              
110000010010000     24720               6090                
11101100011001      15129               31119               
101011111111010     65534               51515141            
110100110101010     27050               699111              
10100101101010      32766               7515141             
111111011011101     32477               7EDD                
11010110000100      13700               3584                
100011010101111     18095               466151              
110010011010100     65534               51515141            
111000011011011     28891               70DB                
110110111100011     28131               6DE3                
111100101000101     65534               51515141            
10110111000011      11715               231213              
110000110011111     24991               61951               
101101100111101     65534               51515141            
111000000110110     65534               51515141            
110001110011010     25498               639A                
111001101101100     29548               736C                
101001100000010     21250               5332                
110001001010100     65534               51515141            
111011011111010     65534               51515141            
110000010011010     24730               609A                
110011011111100     26364               66FC                
100000110010111     16791               4197                
10100111101110      10734               29EE                
110001011101011     25323               62EB                
100011101110101     18293               4775                
10100000110101      32766               7515141             
101101101110111     23415               51177               
111010001111111     29823               747F                
100011001011101     18013               465D                
10101000010000      32766               7515141             
111000000001011     28683               77711               
101100011011011     22747               583111              
101101100010010     23314               5B12                
11110001101000      15464               32168               
101010001101001     21609               5469                
110111000001010     28170               641111              
100011100111000     65534               51515141            
11001111000101      32766               7515141             
10100000100010      32766               7515141             
111111001100011     32355               7E63                
10101010110010      10930               221112              
11000100001011      12555               31111               
101011101010100     22356               5754                
110010100110001     25905               6531                
111101111111111     65534               51515141            
111001011101110     29422               72EE                
110011011010111     65534               51515141            
111000010101010     28842               777111              
101101000100111     65534               51515141            
11001011010100      32766               7515141             
100010100111110     65534               51515141            
111011001101010     30314               76661               
111100100000110     30982               7906                
110101000110101     27189               6A35                
100111001001011     20043               441411              
110000111011110     25054               61DE                
11101111110011      15347               311513              
110110101101110     28014               631641              
101100111011001     65534               51515141            
10011100010001      32766               7515141             
111010110010010     30098               7592                
10101110111100      32766               7515141             
100010010111101     17597               441131              
111110110010100     32148               7D94                
101011000001000     65534               51515141            
110111111011001     28633               6FD9                
11011011110000      32766               7515141             
11100001001000      14408               3848                
101011101000010     22338               5742                
110111101011100     65534               51515141            
100111000011100     65534               51515141            
100110100100101     65534               51515141            
110001001101100     25196               62621               
100110101101100     19820               4D6C                
101111001100001     65534               51515141            
100111010101110     65534               51515141            
111101000101100     31276               7A2C                
11101001010100      14932               3A54                
111101100110011     65534               51515141            
11000110100110      12710               31116               
111000001000100     28740               7044                
101101100101100     65534               51515141            
11001010111101      12989               32BD                
110110001010100     27732               62154               
110001101011101     65534               51515141            
110111011011101     65534               51515141            
100111000000011     19971               4E03                
110111101010110     28502               65156               
100100000101110     65534               51515141            
11101100110001      15153               31131               
111110000010000     31760               7C10                
101010100011100     21788               55121               
11101011001111      15055               3312151             
110100100010010     26898               6912                
11001111000000      13248               33211               
11100100001110      14606               390E                
11010001011100      32766               7515141             
101011010100100     22180               56A4                
101110110110001     23985               531111              
101011011010011     22227               56313               
10111111001000      12232               251218              
10101011000010      32766               7515141             
11011101001100      14156               37421               
11010100000100      32766               7515141             
110010011110001     65534               51515141            
11011101001100      14156               374C                
11001111111001      13305               33F9                
101010010100001     21665               54A1                
11011000100111      13863               3627                
111000110101011     29099               711111              
111000001100010     28770               7062                
111110101101111     32111               7D6F                
101010001100010     21602               5462                
101101001111010     65534               51515141            
100011011000010     18114               46212               
11011000101110      13870               362E                
111010110001100     30092               75821               
101111100110010     24370               5F32                
110011111111000     65534               51515141            
101110111010001     24017               531311              
100000101101011     16747               416B                
11000110100011      32766               7515141             
10110111000101      11717               2DC5                
101011011010101     22229               56315               
101010011001100     21708               54CC                
101011000010001     65534               51515141            
11100101000100      32766               7515141             
111111011010000     32464               741311              
11101001111110      14974               3A7E                
100111000111100     20028               441321              
100101010010001     19089               4A91                
11100000011110      32766               7515141             
100110011010001     65534               51515141            
101001111101101     65534               51515141            
100111100001010     20234               451111              
11010011110111      32766               7515141             
11001111111101      13309               335131              
110001001011010     25178               62551               
111101100001011     31499               711111              
101010010100101     21669               54A5                
100001000110010     16946               4232                
110000001111100     65534               51515141            
110111100001010     28426               6F0A                
101111001101010     65534               51515141            
111011101101001     30569               7769                
110000110111001     25017               61119               
10111110101010      12202               2FAA                
111100110101111     65534               51515141            
100110101000101     19781               43145               
100101011010101     19157               4AD5                
10100100101100      32766               7515141             
101100010111101     22717               58BD                
101010111011111     21983               553151              
11111100001100      16140               351121              
11111001011110      15966               341541              
11011001010000      13904               3650                
111011101110100     65534               51515141            
111000110000110     65534               51515141            
101000101110110     65534               51515141            
10110011000111      11463               2CC7                
101001111101111     21487               534151              
101101100100101     65534               51515141            
11000101010011      12627               3153                
101010101100101     65534               51515141            
111100010000100     65534               51515141            
111010100011011     29979               75111               
100111011010010     65534               51515141            
100101111110010     65534               51515141            
10101000111011      32766               7515141             
11011101110110      14198               3776                
111001011001000     29384               72C8                
10110001010111      11351               2C57                
111111010101110     65534               51515141            
101100100011101     65534               51515141            
100011011100010     18146               46412               
100001010110110     17078               42B6                
11111101110010      16242               35172               
100100011110110     18678               48F6                
100110110101111     19887               4311151             
111100011010000     65534               51515141            
11101000010101      14869               33115               
100000101101000     16744               4168                
10100101101111      10607               29651               
11001010010110      32766               7515141             
101101011001110     23246               5512141             
101000110110110     20918               51116               
111001001110011     65534               51515141            
101011010001111     65534               51515141            
101011010110100     65534               51515141            
10111101110001      12145               2F71                
111100010000100     65534               51515141            
11011001111001      32766               7515141             
110110000110000     65534               51515141            
10100011110101      10485               28F5                
100010110111011     17851               45BB                
111011000001000     65534               51515141            
111110100000111     32007               73117               
111000101110100     29044               7174                
100100100001101     18701               490D                
111100011101010     65534               51515141            
100100101101000     18792               4968                
10101001010000      32766               7515141             
110010100110000     25904               6530                
110101100101111     65534               51515141            
111001100010010     29458               7312                
101010011110100     65534               51515141            
111100101111110     31102               797E                
11111110000101      16261               35185               
111011001010100     30292               7654                
100000100101101     16685               412D                
100111100101111     65534               51515141            
10011101101000      32766               7515141             
11001010011010      12954               32991               
101001010001110     21134               52841               
100111010110100     20148               441114              
110111110111000     28600               651118              
111111001101101     32365               7E6D                
101011111101000     65534               51515141            
11010110101110      13742               35AE                
110100010110101     26805               68B5                
101100001010100     22612               5854                
110011110001101     26509               67831               
101000110101100     20908               51AC                
10101110110001      11185               211111              
110111011000010     65534               51515141            
110111000001101     28173               6E0D                
110001010011101     25245               629D                
110000101101000     24936               6168                
111110101110010     32114               73172               
10110000100100      11300               22124               
101000000100100     20516               5524                
110000111100111     25063               61E7                
11101001010010      14930               33152               
101010110101000     21928               55518               
100001101010011     17235               4353                
11110011101100      15596               3CEC                
101100010101110     65534               51515141            
100110101100110     65534               51515141            
111110110100100     32164               7DA4                
110101000000110     27142               6A06                
10100100111010      32766               7515141             
111101101011001     31577               7B59                
11101101110100      32766               7515141             
10101100101100      11052               2B2C                
10110101110100      11636               2D74                
11010011111001      13561               34519               
111111011101011     32491               7EEB                
11000011000011      12483               33213               
11110100010010      15634               33112               
11111111101011      16363               3FEB                
101011101110011     65534               51515141            
111011011010101     30421               76315               
11000001000000      32766               7515141             
11010011101011      13547               34EB                
11001000001011      32766               7515141             
100111000010110     19990               44116               
100011100100110     18214               4726                
111110100010100     65534               51515141            
110001011001100     65534               51515141            
11011111010011      14291               37313               
100001111101011     17387               43EB                
11101000110011      14899               3A33                
111011010000001     30337               7681                
101111011001011     65534               51515141            
101011110100101     22437               57715               
111101101001110     31566               7B4E                
101011100101110     65534               51515141            
11000100000110      12550               3106                
110100011010100     65534               51515141            
11101111011010      15322               3BDA                
111101111111011     31739               7BFB                
111111001111101     65534               51515141            
111101011101011     31467               7714111             
111011010010111     30359               7697                
111001010111001     65534               51515141            
111011111110100     65534               51515141            
111101000110000     65534               51515141            
101000100111010     20794               513A                
100011100011001     18201               4719                
101001100000010     21250               5332                
111011011001111     30415               76CF                
101000011110110     65534               51515141            
100001101101100     17260               43621               
11001000010101      32766               7515141             
100010001000010     17474               4442                
110111101000110     28486               65146               
110111010111110     28350               6411141             
10110101110011      11635               2D73                
11100111001100      14796               39CC                
101101010001110     65534               51515141            
111101000001011     31243               7A0B                
111001010000111     29319               7287                
100110001111000     65534               51515141            
111111011001011     32459               7412111             
111010110011110     30110               759E                
110111010001101     28301               6E8D                
100101000101110     18990               441241              
101110100010100     23828               5D14                
11100011100011      32766               7515141             
111111000001001     32265               74119               
10101011111001      32766               7515141             
111001010100110     65534               51515141            
100010000110111     65534               51515141            
11100100101100      14636               39221               
111100010010001     65534               51515141            
110001111100101     65534               51515141            
100101001101100     65534               51515141            
100111110111001     65534               51515141            
101110110001111     23951               531851              
101111000000101     24069               5E05                
11111100001101      32766               7515141             
101000000000100     20484               5554                
100111100001011     20235               4F0B                
111100101010001     65534               51515141            
111000000010000     28688               7010                
101011001100100     22116               5664                
100100001000101     18501               4845                
11000110110001      12721               31B1                
101001000010100     21012               5214                
110010001100001     65534               51515141            
11001000110100      12852               3234                
110001111101110     25582               63EE                
10101001000001      10817               22141               
111111111110101     32757               751515              
110000101000000     24896               6144                
10101100111001      32766               7515141             
101111111100101     24549               551415              
11011100110010      14130               3732                
110110010011001     27801               6C99                
110111010101001     65534               51515141            
11001001110001      32766               7515141             
100111110110010     20402               4FB2                
11000101011110      32766               7515141             
11100101010001      14673               3951                
101011111101111     22511               57EF                
110000100100000     65534               51515141            
11101000100101      32766               7515141             
111010000111100     29756               743C                
111101110110111     31671               7BB7                
101100000110000     65534               51515141            
10011100011111      10015               271F                
110101011111011     27387               6615111             
100110010111000     65534               51515141            
101001100110100     65534               51515141            
100110011101001     19689               421419              
100111001010111     20055               4E57                
100100100001000     18696               4908                
11101111111000      15352               3BF8                
100100100100100     18724               4924                
101001111100110     21478               53416               
11000100101011      32766               7515141             
10100110111001      32766               7515141             
111010011001111     29903               742151              
100010011001000     17608               44218               
101100100001101     65534               51515141            
10011101111101      32766               7515141             
100110001101010     19562               421661              
10110101110101      11637               2D75                
100011110111111     18367               471151              
110100110001101     65534               51515141            
110011110110011     26547               67113               
111000111011100     65534               51515141            
11010011101000      32766               7515141             
11010101111011      32766               7515141             
101110001100101     23653               5C65                
11101100100000      15136               3B20                
10110111101000      32766               7515141             
101100110101101     22957               59AD                
11000010001101      12429               33831               
111111110101010     65534               51515141            
101110000000111     23559               5C07                
10110001000010      11330               22142               
111111101011101     32605               751531              
10111011010000      32766               7515141             
101011000001110     22030               560E                
10111100010001      12049               2F11                
100010110101111     17839               45AF                
111000000101101     65534               51515141            
100010011001010     17610               442111              
100010111010011     17875               45313               
101001110111001     21433               53B9                
100100111100101     65534               51515141            
110000100011111     65534               51515141            
111000100000100     28932               7114                
11101101000000      15168               31144               
101101010010001     23185               5A91                
10111101100111      32766               7515141             
11101101001011      15179               311411              
11000100001101      32766               7515141             
110100010101001     26793               68A9                
11111110010110      16278               3F96                
101001010110110     65534               51515141            
11110100111010      15674               3D3A                
10100010000001      10369               2881                
11000101010111      32766               7515141             
110010111101101     26093               65ED                
11001110000011      32766               7515141             
111000101111010     29050               71771               
100011110110111     65534               51515141            
11100000000101      32766               7515141             
111001111000100     65534               51515141            
101111000111100     24124               5E3C                
100101110010111     19351               41197               
111000110100100     29092               71114               
101001000011010     21018               52111               
110101100000011     27395               61113               
100000100000000     65534               51515141            
110011111110111     26615               67517               
110011110010000     26512               6799                
111010000101101     29741               742D                
10011111101111      10223               274151              
111111000001000     32264               74118               
111010011100000     29920               74E0                
11100110001100      14732               398C                
10110001000000      11328               2C40                
111000100011011     65534               51515141            
111101111010100     31700               7BD4                
101000011011110     20702               50DE                
11100111111111      14847               39FF                
10100111010000      10704               29311               
11001001000000      12864               3240                
110011100010001     26385               6711                
101100111010011     65534               51515141            
100101010010001     65534               51515141            
100011111011001     18393               47319               
101111100110011     24371               5F33                
111000110111110     29118               71BE                
110010110110110     26038               65B6                
100100011111001     18681               48F9                
111110011010101     31957               7CD5                
111010100010011     65534               51515141            
110101001000110     27206               6A46                
110100111100011     27107               69E3                
100000011101101     65534               51515141            
101000110110001     20913               51111               
110101001001111     65534               51515141            
100011111010011     18387               47D3                
111110101011001     32089               73159               
100110001101111     65534               51515141            
111011101110100     65534               51515141            
10111011100100      12004               241414              
100100010011111     65534               51515141            
110100011101100     26860               68EC                
11110011001100      15564               3CCC                
110000010000010     24706               6082                
100100010111000     18616               48B8                
100000010011001     16537               4099                
110101110101000     27560               611118              
111000000101110     28718               77241               
10110000110010      11314               2C32                
101001110101011     65534               51515141            
110110001001010     27722               621441              
111001100010111     29463               7317                
110010011000101     65534               51515141            
100111111110000     65534               51515141            
101000000010100     20500               5014                
11000001011101      12381               305D                
111111011010101     32469               741315              
11010101001101      32766               7515141             
110101101100001     65534               51515141            
111110100101010     32042               7D2A                
101011010010111     65534               51515141            
10110011000001      11457               221211              
101001111000101     21445               53C5                
10101011100010      10978               221412              
101100010111000     65534               51515141            
111010110100011     65534               51515141            
110001100001010     25354               63331               
101011100101000     65534               51515141            
111010101110011     65534               51515141            
101111001001101     24141               5E4D                
11000000000110      12294               3336                
111101110111011     31675               7BBB                
11010010111011      13499               341111              
111001101101100     65534               51515141            
11111000010001      15889               34111               
111110001101011     65534               51515141            
100010001011001     65534               51515141            
100000101101001     65534               51515141            
100100101100100     18788               4964                
101110010111111     65534               51515141            
100101000000000     18944               4A00                
101011100111110     22334               57341               
111000100101010     28970               71221               
110010011001100     25804               642121              
100010011110010     65534               51515141            
11010001011000      13400               3458                
110001000110010     65534               51515141            
101000101110010     20850               5172                
100100100111000     18744               4938                
111011111100011     30691               77413               
101010010001000     21640               5488                
101011110001001     22409               5789                
101000100010111     20759               5117                
100100101000111     65534               51515141            
110001010100000     25248               62A0                
10011110101001      10153               27A9                
111110110101011     32171               7311111             
110010111001000     65534               51515141            
100111110101100     65534               51515141            
111011010110110     30390               76B6                
110001011110011     25331               62513               
101110010001100     23692               5C8C                
110111011110111     28407               641517              
111000101111101     29053               71731               
111111110111000     32696               7FB8                
110010011110110     65534               51515141            
11001011111001      13049               32F9                
111110010000101     65534               51515141            
101001001001101     21069               52431               
10101011011110      10974               2ADE                
100101111110111     19447               4BF7                
10110100000111      32766               7515141             
101010111011110     21982               55DE                
111100001111100     65534               51515141            
101100010111111     65534               51515141            
10101001110100      10868               2A74                
100001110101111     17327               433151              
111001001100010     65534               51515141            
111111111100010     32738               751412              
101001111100110     21478               53E6                
11001000001011      32766               7515141             
111100010110001     65534               51515141            
101011110110111     22455               57B7                
110101001011001     27225               6A59                
110010110111010     65534               51515141            
100000101101011     16747               416B                
101001100011010     65534               51515141            
111100000110000     65534               51515141            
10111011100010      12002               241412              
10100101101101      10605               29631               
111110011111011     65534               51515141            
100010000101110     17454               44241               
101010101111100     65534               51515141            
10110100011110      32766               7515141             
101010011101000     21736               54E8                
11111001011111      15967               3E5F                
110011000000000     26112               6666                
101101100010000     23312               5B10                
111111010001000     65534               51515141            
110110110101011     28075               6DAB                
11111110000001      32766               7515141             
101001000010101     65534               51515141            
101110000011100     23580               5C1C                
111111001100101     32357               74165               
101010001010000     65534               51515141            
11100101001001      32766               7515141             
100001101011000     65534               51515141            
100000000010110     65534               51515141            
100010000101000     17448               4428                
110101010011010     27290               661991              
100111100101010     65534               51515141            
11100101110110      14710               3976                
101010000001101     65534               51515141            
10100011000111      10439               28C7                
101001010001000     21128               5288                
11110100001100      32766               7515141             
11010011110111      32766               7515141             
11110111010001      15825               3DD1                
11101001100100      14948               33164               
10100110100011      10659               29913               
100111100111000     65534               51515141            
111100110111010     65534               51515141            
10110011110000      11504               2CF0                
110100000001100     65534               51515141            
101110010110000     23728               521111              
110011111010011     65534               51515141            
110011000110011     26163               6633                
110100110000100     27012               6984                
10111011001010      32766               7515141             
111001101000011     65534               51515141            
111100011110011     65534               51515141            
101110010110111     23735               521117              
11000111010100      12756               31D4                
101101001001101     65534               51515141            
110001010001011     25227               62811               
11000110001101      12685               318D                
100100111011011     18907               493111              
111111101000111     65534               51515141            
101000101000011     65534               51515141            
110111111011001     65534               51515141            
10100110000111      32766               7515141             
10111101101010      12138               251661              
10011111101110      32766               7515141             
101110011001110     65534               51515141            
111000100010000     28944               7111                
10101100010010      11026               2B12                
111101110001000     65534               51515141            
110000111100100     25060               61414               
110101000010011     65534               51515141            
110011100100001     26401               6721                
10110110101111      11695               2DAF                
101111011000111     65534               51515141            
101110111001011     65534               51515141            
101001100101110     21294               532E                
101111000110001     24113               54131               
10011100010001      10001               2711                
10111101000001      32766               7515141             
100000010111110     16574               441141              
111010101010111     65534               51515141            
110111101000001     28481               65141               
111101000111110     31294               771341              
111001000100110     29222               7226                
10110001001011      32766               7515141             
101011010000101     22149               5685                
100111100100011     20259               45123               
11111110110010      16306               3FB2                
100011111111101     18429               475131              
11110011001101      15565               3212131             
11101100000001      15105               3B01                
111001101101011     65534               51515141            
100100111100000     65534               51515141            
10101011110100      32766               7515141             
10111111100110      12262               2FE6                
10110000101010      11306               221221              
110001000010010     25106               6212                
110011010111010     26298               66BA                
100101011100100     19172               4AE4                
111000010100011     28835               70A3                
101011101100001     22369               5761                
110000001010110     24662               6056                
100110010010110     19606               42196               
11010000011111      13343               341F                
100001000101011     65534               51515141            
111110110110110     32182               731116              
11001010100110      12966               32A6                
110111011110100     28404               641514              
101001010110110     65534               51515141            
10100110111011      10683               29BB                
11010111000001      32766               7515141             
100111110110001     65534               51515141            
101010011010010     21714               54D2                
111110111001011     65534               51515141            
10101111010110      11222               2BD6                
111010101000010     30018               7542                
101010010000100     21636               5484                
110011111101110     26606               674141              
110010001011110     25694               645E                
101011101100010     65534               51515141            
100111000011100     19996               4E1C                
11001010110111      12983               32117               
10110001000111      11335               22147               
100100101111001     18809               4979                
100110101111110     19838               431741              
100011001011100     18012               46521               
11101001101111      32766               7515141             
111001101000100     65534               51515141            
100101010101110     19118               4411141             
101100011110111     65534               51515141            
101010100111001     21817               5539                
11100010101011      32766               7515141             
111010110001110     30094               758E                
111000110110010     65534               51515141            
10111011010101      11989               2ED5                
111111101010001     32593               75151               
11010000011011      13339               341B                
100010101111011     17787               457B                
101011110110101     65534               51515141            
111101101100111     65534               51515141            
101011101000101     22341               5745                
110011010100111     26279               66617               
111111111010001     32721               7FD1                
111101010011101     31389               771931              
11000000010000      12304               3311                
110101001100111     27239               66167               
11110010101000      15528               3CA8                
100000100101110     16686               412E                
100100111010001     65534               51515141            
100010011011111     17631               443151              
11111001110011      32766               7515141             
100010010011100     17564               449C                
101110110100001     65534               51515141            
101011110111011     22459               57BB                
111101100100010     31522               7B22                
11010100110101      32766               7515141             
111110001101100     65534               51515141            
11001101001001      32766               7515141             
10110001001100      11340               221421              
