Employee ID    Category       Sales Amount
1854           Software             285.39
1574           Software             959.69
1246           Software             641.94
1268           Software             399.48
1824           Software            1247.67
1875           Software             569.12
1826           Software             367.02
1845           Software            1153.31
1579           Hardware             800.98
1225           Software            1067.07
1534           Software             253.37
1276           Software             298.86
1229           Software             746.17
1874           Software            1194.58
1229           Hardware             376.83
1229           Hardware             560.24
1567           Hardware             858.48
1837           Software             975.09
1566           Hardware            1186.81
1574           Software             651.26
1264           Hardware             806.56
1845           Software             261.58
1837           Hardware             675.53
1829           Software            1074.71
1255           Hardware             573.91
1266           Software             783.14
1538           Hardware            1052.79
1836           Software             418.26
1279           Software             384.88
1559           Software             690.11
1855           Hardware             911.12
1838           Software            1159.84
1834           Hardware            1126.18
1566           Hardware             602.68
1244           Hardware             909.63
1858           Hardware             948.42
1247           Software             263.83
1547           Hardware            1155.01
1838           Software             931.14
1829           Software             415.47
1554           Hardware             268.65
1548           Software            1048.80
1557           Software             763.97
1554           Hardware             465.76
1858           Hardware             541.26
1566           Software             588.47
1266           Hardware             271.16
1229           Hardware            1074.70
1257           Hardware             825.56
1278           Software             743.68
1538           Hardware            1064.20
1527           Software             582.27
1524           Software            1138.71
1256           Software             681.52
1244           Software             669.28
1544           Hardware             499.32
1527           Software            1188.60
1278           Software             822.09
1557           Software            1206.02
1224           Software             793.44
1269           Hardware             295.87
1266           Software             383.58
1875           Software             553.68
1845           Hardware             690.36
1275           Hardware             819.35
1549           Hardware             424.92
1275           Hardware            1028.92
1549           Software             973.73
1246           Hardware            1073.08
1237           Software             399.88
1876           Hardware             549.04
1874           Hardware             775.57
1529           Hardware             753.80
1535           Software            1198.65
1278           Software             316.67
1229           Software             881.06
1875           Hardware             854.88
1265           Hardware             694.01
1565           Hardware             979.08
1877           Hardware             518.94
1557           Software            1094.86
1225           Software             797.88
1529           Hardware             303.84
1559           Software             659.34
1866           Software             838.43
1248           Software             990.44
1534           Software             356.09
1574           Software             815.17
1847           Hardware             515.88
1277           Software             385.78
1826           Software            1164.27
1825           Hardware             333.96
1528           Software             547.09
1879           Software             266.95
1826           Hardware             894.37
1254           Software            1195.21
1578           Software             763.07
1575           Software            1136.64
1564           Software             519.61
1527           Hardware             310.28
1879           Hardware             324.87
1876           Software             262.21
1837           Hardware             998.76
1834           Software             317.71
1868           Hardware            1150.11
1276           Hardware             727.36
1874           Software             937.80
1879           Hardware             880.13
1226           Software             832.95
1238           Hardware             972.21
1565           Software             771.17
1537           Software             479.56
1557           Software            1063.56
1228           Hardware             845.93
1824           Software             428.54
1848           Software             717.33
1234           Hardware             552.15
1869           Software            1148.82
1535           Hardware             509.00
1255           Hardware            1107.38
1246           Software             456.41
1864           Hardware             684.94
1524           Software             952.84
1525           Hardware             375.18
1275           Hardware             289.49
1527           Software             803.23
1566           Hardware            1207.74
1248           Software             258.01
1846           Software             355.54
1876           Hardware             448.09
1226           Hardware             909.52
1277           Software             796.93
1835           Hardware             666.63
1525           Hardware             705.51
1548           Hardware            1050.38
1239           Hardware            1130.02
1274           Hardware             358.28
1875           Hardware             847.67
1564           Hardware             648.64
1859           Software             800.33
1577           Software             625.40
1829           Hardware             882.06
1556           Software             922.96
1576           Software             543.20
1536           Hardware            1130.84
1545           Software             598.08
1234           Software             963.09
1249           Hardware             591.11
1836           Software             932.30
1226           Hardware            1117.15
1549           Software             903.08
1877           Software             460.07
1868           Hardware             907.87
1249           Hardware             929.33
1279           Software             591.04
1536           Software             256.46
1249           Hardware             670.99
1555           Software             452.40
1874           Software             765.35
1859           Software             469.39
1275           Software             997.93
1244           Software            1072.50
1567           Software             718.43
1257           Software             267.55
1876           Software             745.78
1538           Hardware             689.25
1555           Software             478.93
1528           Hardware             295.61
1825           Hardware             276.97
1244           Software             769.32
1576           Software             472.51
1249           Hardware             976.04
1268           Hardware             381.18
1548           Hardware             885.54
1567           Software             706.03
1854           Software             296.46
1564           Software             694.88
1845           Hardware             769.57
1844           Hardware             428.31
1256           Hardware            1118.55
1528           Software             624.31
1229           Software             856.94
1874           Hardware             309.38
1225           Hardware             961.35
1849           Software             768.96
1544           Hardware             330.67
1228           Hardware            1107.16
1835           Hardware             311.18
1847           Hardware             839.52
1546           Hardware             675.45
1227           Software             842.76
1575           Hardware             411.94
1854           Software            1085.41
1529           Software             717.13
1567           Hardware             471.16
1838           Software             558.02
1859           Software            1212.76
1825           Software            1175.95
1226           Hardware            1056.48
1238           Hardware             903.61
1529           Software             804.87
1824           Software             703.05
1578           Hardware             434.71
1837           Hardware             743.61
1846           Hardware            1249.19
1255           Hardware             443.66
1276           Hardware             395.92
1529           Software             324.96
1237           Hardware            1155.86
1248           Software            1068.65
1256           Hardware             350.00
1575           Software            1133.50
1244           Hardware             276.61
1237           Software             327.66
1826           Software             502.95
1526           Software             695.34
1577           Hardware             936.34
1879           Software            1100.73
1229           Software             521.52
1254           Software             876.70
1239           Hardware             942.00
1266           Hardware             933.37
1566           Hardware             712.51
1237           Hardware             671.30
1574           Hardware            1017.18
1539           Hardware            1096.21
1577           Hardware             692.51
1878           Software             506.19
1569           Software             713.99
1548           Hardware            1123.07
1276           Hardware             557.09
1264           Software            1037.12
1566           Software             838.65
1278           Hardware             860.61
1237           Software             556.55
1225           Software             439.42
1526           Software             375.38
1247           Hardware            1016.40
1279           Hardware             264.18
1838           Software            1213.33
1839           Hardware             909.95
1866           Hardware            1205.54
1268           Software             250.97
1555           Hardware             472.85
1277           Hardware             538.63
1846           Hardware             492.82
1879           Hardware             255.85
1554           Software             750.16
1244           Hardware             309.69
1568           Software             448.23
1235           Hardware             857.41
1555           Hardware             286.39
1268           Hardware            1130.38
1854           Hardware             687.17
1876           Software             648.17
1235           Hardware             834.07
1579           Software            1193.40
1238           Software             919.99
1527           Software             904.29
1547           Hardware             947.93
1876           Hardware             898.91
1854           Hardware             494.13
1538           Software             756.79
1279           Software             783.27
1575           Hardware             276.00
1555           Software             452.74
1237           Software             863.33
1575           Software             399.84
1566           Software             911.68
1836           Hardware            1066.75
1838           Software             586.38
1554           Software             547.17
1529           Hardware             355.35
1279           Hardware             891.51
1257           Software             654.01
1545           Software             973.46
1878           Software            1059.80
1227           Hardware             311.90
1555           Hardware             342.13
1248           Hardware            1210.92
1548           Hardware             789.71
1558           Software             586.92
1825           Hardware            1140.15
1266           Hardware             880.62
1238           Software             550.57
1537           Hardware             397.82
1577           Software             924.29
1854           Hardware             487.88
1539           Hardware            1010.26
1244           Software             897.70
1547           Software             629.30
1224           Software             716.11
1879           Software             415.94
1535           Hardware             250.61
1247           Hardware             424.66
1875           Hardware            1228.17
1238           Hardware            1020.59
1238           Software             689.18
1535           Software             377.35
1264           Software             959.22
1254           Hardware            1003.00
1576           Software            1053.70
1569           Hardware             633.06
1277           Software             915.10
1278           Hardware             892.22
1525           Software             838.78
1848           Hardware            1083.94
1245           Hardware             469.19
1227           Software             485.55
1268           Hardware             745.40
1848           Software             536.84
1235           Hardware            1161.74
1275           Hardware             270.05
1554           Software             725.54
1276           Hardware             391.03
1878           Software             991.75
1546           Hardware             351.52
1268           Software             526.33
1868           Software             812.43
1228           Hardware            1216.35
1878           Hardware             867.94
1529           Hardware             741.59
1869           Hardware             392.35
1546           Software             649.61
1576           Software             913.51
1227           Software             352.00
1847           Hardware             336.74
1827           Hardware             457.94
1867           Software             965.11
1558           Hardware             783.67
1274           Hardware            1123.92
1554           Software             454.94
1556           Hardware             800.29
1878           Hardware             438.26
1875           Software             680.78
1279           Hardware             900.75
1825           Software             919.75
1564           Software             757.61
1265           Hardware            1062.56
1259           Hardware             798.91
1876           Software             466.31
1535           Hardware             755.80
1556           Hardware             610.05
1279           Software             690.74
1264           Hardware             653.42
1846           Software            1076.84
1546           Software             636.37
1228           Hardware             955.15
1258           Hardware             681.14
1239           Hardware             533.68
1577           Software             586.13
1848           Software             605.08
1547           Software            1163.61
1558           Software            1162.91
1876           Hardware             717.24
1875           Software             582.28
1565           Software            1039.05
1568           Software             761.80
1558           Hardware             265.09
1257           Hardware             557.70
1834           Hardware            1011.24
1845           Software             944.96
1548           Hardware            1122.35
1547           Hardware            1222.37
1557           Software             451.48
1226           Hardware             682.41
1266           Software            1001.10
1559           Software            1091.73
1565           Hardware             833.11
1245           Hardware             357.22
1266           Software            1113.67
1276           Hardware             795.49
1825           Hardware             650.50
1824           Hardware             302.61
1229           Software             337.81
1268           Software             882.03
1846           Software             836.47
1227           Hardware             849.55
1268           Hardware             896.46
1827           Software            1109.20
1565           Software             690.37
1267           Software             880.87
1834           Hardware             520.95
1554           Software            1242.70
1274           Hardware             294.47
1856           Hardware             871.89
1525           Hardware            1126.77
1836           Software             352.99
1277           Software             443.00
1574           Hardware             436.49
1227           Software             986.77
1268           Software             613.56
1238           Software            1055.65
1568           Software             382.78
1549           Software             399.93
1234           Software             596.87
1229           Software            1104.48
1856           Hardware            1247.14
1556           Hardware             867.57
1549           Software            1071.65
1859           Software            1034.50
1826           Software             352.87
1245           Software             760.07
1547           Software             296.80
1526           Hardware             686.56
1274           Hardware             346.32
1537           Software             493.17
1234           Software             823.74
1524           Hardware             717.91
1834           Software             256.42
1844           Hardware            1197.61
1244           Software             789.24
1268           Software             524.13
1836           Hardware            1028.89
1224           Hardware             888.45
1579           Software             712.83
1567           Hardware             663.67
1829           Software             578.77
1877           Software            1143.75
1549           Software             794.61
1877           Software             773.78
1526           Hardware             340.58
1526           Software             269.83
1564           Hardware             711.64
1274           Software             998.02
1536           Hardware             309.88
1225           Software             978.98
1529           Hardware             915.80
1267           Software             907.24
1268           Software             592.44
1244           Software             553.74
1839           Hardware             427.13
1554           Software             919.08
1856           Software             450.80
1549           Hardware             527.58
1235           Hardware            1138.70
1245           Hardware            1222.92
1536           Software             850.41
1836           Software             849.18
1548           Hardware             600.98
1845           Hardware            1196.39
1575           Software             507.19
1574           Hardware             559.13
1535           Software             330.66
1229           Hardware             333.37
1839           Software             436.73
1856           Software             961.19
1245           Hardware             602.08
1838           Hardware             664.42
1559           Hardware             996.81
1846           Software             290.99
1858           Software             744.01
1236           Software             677.83
1568           Software             433.55
1857           Hardware             891.31
1579           Software             938.07
1276           Hardware             735.04
1827           Software             938.01
1234           Software             881.80
1267           Software             513.55
1867           Hardware            1009.68
1247           Software            1180.32
1254           Hardware             333.17
1565           Hardware             746.80
1538           Software             887.04
1879           Software             364.25
1575           Software             937.00
1876           Hardware            1155.07
1869           Hardware             906.00
1564           Hardware             773.37
1834           Software            1179.91
1855           Software             297.86
1226           Software            1169.61
1225           Software             814.61
1255           Hardware            1009.32
1547           Software            1069.82
1547           Hardware             265.00
1267           Hardware             568.39
1528           Hardware            1015.71
1867           Software             496.06
1868           Software             699.88
1554           Software             834.23
1259           Software            1094.29
1857           Software            1038.05
1866           Hardware             803.56
1865           Software             677.89
1226           Hardware             623.29
1244           Software             378.94
1876           Hardware            1168.38
1276           Hardware             476.90
1274           Hardware            1133.69
1256           Software             727.47
1837           Software             558.74
1267           Hardware             470.75
1527           Hardware             479.42
1568           Hardware             613.26
1269           Hardware             336.55
1549           Hardware             804.47
1567           Software             514.13
1878           Hardware            1185.76
1256           Hardware             387.24
1224           Software            1077.71
1848           Software             256.40
1577           Software            1003.51
1224           Software             535.24
1546           Hardware             387.41
1874           Hardware             568.49
1248           Hardware             341.09
1875           Software             468.96
1259           Software             883.85
1234           Hardware             322.57
1257           Software             982.41
1855           Software            1164.24
1835           Software             803.29
1544           Hardware            1075.45
1546           Hardware             511.60
1559           Hardware             801.42
1268           Software            1032.09
1554           Hardware            1240.81
1549           Software            1119.39
1865           Software            1194.73
1556           Software            1137.29
1869           Software             756.96
1828           Software             892.92
1226           Software             703.33
1875           Software             925.74
1234           Software             265.04
1529           Hardware             614.14
1247           Software             666.80
1269           Software             481.68
1579           Hardware             780.77
1826           Software            1062.64
1245           Hardware             313.07
1877           Software             722.91
1879           Software             855.71
1568           Hardware             801.04
1539           Software            1194.97
1569           Hardware             438.33
1235           Hardware             261.94
1848           Software             483.83
1567           Software            1093.17
1226           Software             842.10
1525           Hardware            1157.33
1279           Hardware             645.72
1577           Software             457.68
1874           Hardware             615.23
1554           Software             758.28
1536           Hardware            1002.54
1558           Hardware             318.82
1827           Software             457.66
1224           Hardware             513.93
1547           Software            1246.53
1248           Software             710.75
1527           Hardware            1130.94
1524           Software             774.91
1564           Hardware             344.29
1557           Hardware             592.40
1825           Hardware            1004.26
1226           Software             966.58
1537           Hardware             335.05
1547           Software             274.96
1239           Hardware            1107.14
1835           Software             260.74
1835           Software             623.59
1575           Software             333.92
1876           Software             670.46
1278           Software             748.90
1545           Software             778.57
1534           Hardware            1043.47
1524           Hardware            1177.13
1825           Software            1111.97
1225           Software             830.41
1277           Software             284.57
1547           Software             906.15
1879           Hardware             791.54
1534           Hardware            1071.63
1527           Software             979.36
1237           Hardware             981.28
1849           Hardware             666.58
1274           Hardware             343.71
1526           Software            1004.21
1556           Software             917.08
1229           Software            1219.70
1245           Hardware             845.48
1254           Hardware             616.14
1235           Software             667.57
1845           Hardware            1212.85
1238           Software             420.93
1858           Software             374.86
1549           Software            1169.33
1838           Hardware             853.60
1235           Software             362.61
1849           Hardware             558.22
1577           Hardware             390.09
1269           Software             477.83
1559           Hardware             704.46
1844           Software            1097.20
1247           Software             882.87
1568           Hardware             709.01
1279           Hardware            1020.22
1864           Hardware             981.42
1535           Hardware             815.54
1579           Software            1141.89
1226           Hardware             719.20
1239           Hardware            1193.08
1264           Software             536.98
1854           Hardware             499.76
1544           Software             845.74
1854           Hardware            1127.49
1246           Software             611.69
1847           Hardware             322.16
1546           Software             372.01
1574           Hardware             505.01
1267           Hardware             370.83
1257           Software            1129.17
1864           Software            1001.35
1528           Hardware             811.58
1279           Hardware             959.93
1229           Software            1090.08
1865           Software             455.21
1539           Software            1197.66
1578           Software             880.92
1237           Software            1201.65
1857           Software             281.43
1247           Software             919.75
1258           Software            1045.77
1247           Hardware             955.86
1828           Hardware            1141.14
1868           Software            1250.37
1235           Hardware             317.61
1249           Software             512.11
1259           Software             612.09
1877           Software             906.51
1827           Hardware             563.30
1837           Hardware             374.01
1869           Hardware             484.57
1534           Hardware             967.64
1575           Hardware            1194.59
1268           Hardware             554.53
1525           Hardware             555.68
1544           Hardware             298.23
1866           Hardware            1217.70
1866           Hardware             251.83
1876           Software             926.28
1549           Software             472.65
1249           Software             779.43
1277           Software            1017.41
1259           Hardware             802.27
1565           Hardware            1192.73
1277           Hardware            1217.78
1258           Hardware             434.90
1278           Software             786.50
1557           Hardware            1210.72
1556           Hardware             599.04
1269           Hardware             282.29
1525           Hardware             678.14
1867           Hardware             752.74
1535           Hardware             779.43
1878           Hardware            1216.61
1565           Hardware             769.47
1835           Software             442.84
1576           Hardware             939.18
1824           Software             929.25
1557           Software             642.32
1238           Hardware             717.40
1546           Software             632.15
1239           Hardware             835.62
1249           Hardware             463.88
1558           Software             755.18
1839           Software             339.96
1226           Software            1231.42
1526           Software             785.06
1838           Hardware             893.76
1865           Hardware             508.55
1536           Hardware             975.38
1829           Software             839.40
1525           Hardware             552.56
1876           Software            1103.35
1525           Hardware             657.46
1536           Software             331.34
1244           Hardware             657.29
1537           Software             650.83
1245           Hardware             266.63
1549           Hardware             747.17
1866           Hardware             559.96
1566           Software             787.67
1857           Hardware             371.07
1249           Software            1138.35
1878           Software             457.37
1857           Hardware             306.30
1546           Software             784.91
1236           Software             425.34
1865           Hardware             321.04
1524           Hardware             706.07
1275           Hardware             734.48
1549           Hardware            1195.02
1266           Software             312.79
1839           Software            1234.85
1547           Hardware             545.04
1274           Hardware             992.50
1849           Software             704.62
1275           Software             434.09
1239           Hardware             801.98
1824           Software            1123.50
1828           Software             309.27
1557           Software            1198.50
1577           Hardware            1018.62
1239           Hardware             947.23
1564           Hardware             393.17
1825           Software             303.09
1539           Hardware             821.39
1875           Hardware             677.69
1268           Hardware            1107.93
1855           Hardware             471.85
1874           Hardware             612.57
1544           Software             676.59
1255           Hardware             396.33
1255           Hardware             904.80
1236           Software             741.55
1255           Hardware            1249.67
1224           Software             434.80
1858           Hardware             335.62
1866           Software            1183.55
1525           Hardware             945.61
1247           Software             537.41
1556           Software             580.78
1848           Hardware             701.87
1225           Software             355.30
1527           Hardware             590.35
1847           Software             578.12
1234           Hardware             530.57
1547           Hardware             404.80
1265           Hardware             965.89
1869           Software             939.97
1826           Hardware             538.77
1574           Software            1152.62
1235           Hardware             945.93
1876           Software             995.77
1554           Software             904.37
1824           Hardware            1087.64
1867           Hardware             646.90
1235           Hardware             342.14
1279           Software             284.24
1879           Software             925.43
1857           Software             437.33
1879           Software             891.57
1248           Hardware             492.01
1557           Software             907.11
1839           Hardware             867.74
1876           Hardware             411.43
1865           Software             665.28
1229           Hardware             594.74
1557           Hardware            1079.23
1826           Software             578.65
1274           Software             935.35
1278           Hardware            1164.14
1237           Hardware             738.38
1254           Software             523.80
1834           Software             603.45
1877           Software            1211.28
1835           Hardware             449.76
1867           Software             876.72
1239           Hardware             813.50
1259           Software            1039.14
1275           Hardware             684.93
1236           Hardware             314.60
1576           Hardware             717.34
1248           Software             460.03
1234           Hardware            1199.92
1267           Hardware             611.61
1844           Hardware            1155.41
1867           Software            1094.51
1565           Hardware             956.20
1848           Hardware            1180.00
1867           Software             819.07
1246           Hardware            1161.68
1864           Software             549.17
1528           Software            1121.73
1559           Hardware             932.27
1848           Hardware             778.11
1278           Software            1122.14
1826           Hardware             770.55
1248           Software             416.82
1267           Hardware             761.15
1555           Software             792.84
1527           Hardware             746.61
1866           Software             565.09
1267           Software             919.80
1246           Software             570.36
1826           Software             494.62
1526           Software            1215.29
1539           Software             847.08
1566           Hardware             788.70
1824           Software             338.38
1268           Software             416.16
1576           Hardware            1230.89
1858           Hardware            1012.66
1526           Hardware            1022.96
1264           Software             610.23
1874           Software             633.35
1535           Software             469.43
1267           Software             758.26
1226           Hardware             294.56
1245           Hardware             805.69
1235           Hardware             974.49
1876           Software             776.15
1845           Hardware            1199.94
1569           Hardware             468.56
1239           Hardware             339.13
1524           Software             369.08
1565           Hardware             955.65
1244           Software             623.96
1858           Software             308.44
1839           Software             441.15
1224           Hardware             269.72
1538           Hardware             336.53
1559           Software             970.79
1828           Software             549.76
1837           Hardware             596.60
1267           Hardware            1045.46
1556           Hardware             685.81
1555           Software             456.73
1865           Software             306.45
1228           Software             349.82
1268           Hardware             504.85
1236           Software            1178.85
1525           Hardware             363.84
1276           Software             313.42
1827           Hardware            1094.02
1275           Software             522.05
1839           Software             491.02
1557           Hardware             256.20
1548           Hardware            1156.63
1225           Hardware            1146.97
1855           Hardware             848.62
1268           Software            1055.05
1867           Software             347.19
1856           Hardware            1094.10
1565           Hardware            1198.89
1876           Hardware             937.19
1554           Software             707.89
1844           Software             850.35
1234           Software             583.46
1879           Software             779.02
1228           Software             575.58
1835           Hardware             885.22
1848           Hardware             496.53
1554           Software             904.50
1268           Software            1013.28
1848           Hardware             698.34
1537           Hardware             551.66
1569           Hardware             377.99
1547           Hardware             729.13
1868           Software             369.62
1568           Hardware             655.97
1869           Hardware             804.61
1267           Software             497.89
1239           Hardware             603.87
1874           Software             679.85
1277           Software             625.10
1235           Software            1082.93
1546           Hardware             275.86
1279           Software             633.25
1529           Software             916.20
1547           Software             655.70
1237           Hardware             484.97
1579           Hardware             336.40
1875           Hardware             680.46
1277           Software             724.74
1279           Software            1092.32
1539           Hardware             588.99
1555           Hardware             650.67
1857           Hardware             550.13
1245           Hardware             773.30
1565           Software             841.99
1569           Hardware             582.66
1564           Software            1070.49
1554           Hardware             563.76
1229           Hardware             371.82
1826           Hardware            1052.68
1247           Hardware             318.48
1256           Hardware             905.59
1867           Software             955.10
1866           Software             754.26
1236           Hardware             351.77
1229           Hardware            1194.80
1576           Hardware            1032.91
1868           Software             297.57
1257           Hardware             665.50
1269           Hardware             826.18
1846           Hardware             385.49
1254           Hardware             503.30
1246           Software            1121.32
1878           Hardware             744.38
1559           Software             309.48
1277           Hardware            1198.95
1837           Hardware             365.83
1854           Hardware             487.52
1275           Software             284.69
1577           Software             517.79
1846           Hardware             753.57
1248           Software             733.31
1868           Software            1145.29
1257           Hardware             695.14
1846           Software             767.53
1557           Hardware             349.66
1545           Hardware             752.56
1274           Hardware             367.25
1257           Software             942.10
1529           Software             937.76
1864           Software            1169.13
1565           Software             364.67
1225           Software             284.58
1867           Software             881.74
1866           Software             329.71
1578           Software            1010.12
1579           Hardware            1200.15
1238           Software             892.74
1856           Hardware            1211.33
1576           Software             916.82
1534           Software             906.36
1577           Hardware            1058.52
1535           Software             506.06
1845           Software             280.37
1844           Software             362.13
1546           Hardware             388.60
1268           Software             795.26
1826           Software             688.09
1848           Software             687.19
1558           Hardware             863.84
1855           Software            1216.31
1257           Hardware             400.91
1846           Software            1084.11
1864           Software             977.57
1258           Hardware             640.84
1247           Software            1158.70
1846           Software             256.77
1526           Software             789.17
1267           Software             338.47
1844           Software             472.15
1555           Hardware             339.33
1274           Hardware             466.21
1825           Hardware            1160.02
1245           Software             429.10
1269           Hardware             311.74
1249           Software             335.05
1837           Hardware            1199.30
1824           Software             981.45
1576           Hardware             924.70
1575           Software             422.94
1276           Software             966.28
1878           Software             743.48
1847           Software            1119.15
1544           Hardware             508.64
1264           Hardware            1065.88
1868           Software             295.69
1248           Hardware             953.27
1824           Hardware             668.52
1535           Hardware             361.15
1234           Software             973.22
1524           Software            1018.95
1235           Software             323.19
1875           Software             654.07
1825           Hardware            1168.68
1567           Hardware             363.78
1868           Software             786.59
1826           Hardware             848.71
1524           Software            1123.48
1258           Software             917.53
1255           Hardware             304.58
1829           Hardware             625.02
1844           Hardware            1231.73
1876           Software             410.12
1226           Software             613.10
1875           Software             620.04
1254           Hardware             830.59
1276           Hardware             795.16
1875           Software             980.75
1878           Software            1086.66
1535           Software             502.12
1259           Hardware            1171.85
1556           Software             749.89
1835           Hardware            1070.82
1256           Hardware             868.65
1876           Hardware            1202.55
1529           Software             390.27
1536           Software            1086.24
1838           Hardware             883.62
1544           Software            1042.69
1525           Software            1047.13
1566           Software             282.70
1824           Hardware             637.97
1847           Software             756.31
1535           Hardware             580.81
1566           Hardware            1122.75
1846           Hardware             653.96
1276           Software            1241.02
1579           Software            1120.85
1235           Software             541.93
1227           Software             677.58
1574           Hardware             647.48
1574           Hardware            1105.62
1529           Hardware             635.52
1248           Software             980.36
1849           Hardware             303.40
1825           Hardware             838.43
1269           Hardware             821.76
1826           Hardware            1155.75
1869           Hardware            1136.00
1855           Hardware             526.09
1266           Hardware             514.62
1244           Software             411.00
1559           Software             590.04
1275           Software             830.09
1257           Hardware             296.99
1844           Software             373.47
1855           Hardware            1053.23
1264           Software             913.17
1549           Software             590.45
1239           Hardware             378.54
1844           Hardware             777.31
1847           Hardware             983.42
1578           Hardware             833.47
1844           Hardware             268.95
1224           Hardware             298.44
1578           Hardware             343.93
1576           Software            1142.18
1549           Hardware             694.64
1258           Software             363.26
1567           Software             939.86
1535           Software             494.57
1855           Hardware             906.14
1578           Hardware             344.32
1826           Hardware             402.05
1229           Hardware             391.27
1825           Software            1056.40
1537           Hardware            1168.10
1564           Hardware             601.18
1844           Hardware            1038.72
1259           Hardware             989.20
1264           Hardware             732.46
1868           Software             684.31
1265           Software            1008.97
1857           Hardware             543.94
1256           Software             829.68
1859           Software             628.03
1528           Software             418.87
